timestamp,weight_kg,fat_pct,muscle_pct,bone_pct,body_water_pct,source
2025-12-21T10:31:00,78.0,,,,,Basic-Fit
2026-01-10T10:55:00,79.4,17.0,79.0,4.0,56.3,Basic-Fit
2026-01-21T08:59:00,79.6,17.0,79.0,4.0,55.9,Basic-Fit
2026-01-30T09:53:00,77.9,16.0,80.0,4.0,56.7,Basic-Fit
2026-02-23T09:52:00,77.8,15.0,81.0,4.0,57.3,Basic-Fit
2026-03-13T12:20:00,78.6,16.0,80.0,4.0,56.6,Basic-Fit
2026-04-24T10:51:00,78.5,17.0,79.0,4.0,56.1,Basic-Fit
2026-05-26T09:26:00,79.6,16.0,80.0,4.0,56.9,Basic-Fit
2026-06-22T10:03:00,79.8,16.0,80.0,4.0,57.0,Basic-Fit
